Длина волны, нм	амплитуда
 856.8	5
 857.1	4
 857.4	1
 857.7	5
 858.0	6
 858.3	6
 858.6	11
 858.9	11
 859.2	7
 859.5	2
 859.8	5
 860.2	5
 860.5	4
 860.8	5
 861.1	2
 861.4	1
 861.7	4
 862.0	9
 862.3	8
 862.6	1
 862.9	3
 863.2	4
 863.5	6
 863.8	9
 864.1	7
 864.4	6
 864.7	5
 865.0	7
 865.3	6
 865.6	5
 865.9	6
 866.2	4
 866.5	1
 866.8	2
 867.1	5
 867.4	6
 867.7	3
 868.0	3
 868.3	3
 868.6	3
 868.9	6
 869.2	9
 869.5	6
 869.8	3
 870.1	6
 870.4	6
 870.7	5
 871.0	6
 871.3	10
 871.6	8
 871.9	1
 872.2	0
 872.5	0
 872.8	2
 873.1	6
 873.4	4
 873.7	4
 874.0	5
 874.3	6
 874.6	8
 874.9	6
 875.2	11
 875.5	11
 875.8	12
 876.1	12
 876.4	13
 876.7	12
 877.0	8
 877.3	10
 877.6	11
 877.9	10
 878.2	11
 878.5	10
 878.8	8
 879.1	9
 879.4	14
 879.7	17
 880.0	15
 880.3	15
 880.7	12
 881.0	10
 881.3	9
 881.6	11
 881.9	12
 882.2	12
 882.5	14
 882.8	17
 883.1	13
 883.4	13
 883.7	17
 884.0	17
 884.3	16
 884.6	19
 884.9	19
 885.2	16
 885.5	16
 885.8	16
 886.1	15
 886.4	14
 886.7	16
 887.0	17
 887.3	17
 887.6	17
 887.9	16
 888.2	16
 888.5	16
 888.8	10
 889.1	8
 889.4	9
 889.7	14
 890.0	14
 890.3	14
 890.6	16
 890.9	13
 891.2	8
 891.5	9
 891.8	12
 892.1	10
 892.4	8
 892.7	10
 893.0	11
 893.3	12
 893.6	12
 893.9	11
 894.2	11
 894.5	10
 894.8	15
 895.1	15
 895.4	12
 895.7	16
 896.0	18
 896.3	15
 896.6	14
 896.9	14
 897.2	10
 897.5	10
 897.8	10
 898.1	11
 898.4	16
 898.7	15
 899.0	13
 899.3	13
 899.6	10
 899.9	15
 900.2	13
 900.5	10
 900.8	15
 901.2	17
 901.5	17
 901.8	17
 902.1	15
 902.4	10
 902.7	6
 903.0	8
 903.3	12
 903.6	16
 903.9	20
 904.2	20
 904.5	17
 904.8	13
 905.1	16
 905.4	12
 905.7	9
 906.0	13
 906.3	13
 906.6	13
 906.9	12
 907.2	15
 907.5	16
 907.8	13
 908.1	12
 908.4	16
 908.7	19
 909.0	18
