Длина волны, нм	амплитуда
 398.6	19
 398.9	21
 399.2	21
 399.5	21
 399.8	23
 400.1	23
 400.4	23
 400.7	21
 401.0	21
 401.3	20
 401.6	20
 401.9	21
 402.2	21
 402.5	21
 402.8	23
 403.1	23
 403.4	20
 403.7	20
 404.0	21
 404.3	21
 404.6	21
 404.9	23
 405.2	23
 405.5	21
 405.8	21
 406.1	22
 406.4	16
 406.7	16
 407.0	20
 407.3	22
 407.6	23
 408.0	23
 408.3	24
 408.6	21
 408.9	20
 409.2	21
 409.5	20
 409.8	20
 410.1	20
 410.4	19
 410.7	21
 411.0	21
 411.3	21
 411.6	19
 411.9	19
 412.2	21
 412.5	21
 412.8	22
 413.1	23
 413.4	23
 413.7	20
 414.0	19
 414.3	21
 414.6	21
 414.9	21
 415.2	22
 415.5	21
 415.8	22
 416.1	23
 416.4	23
 416.7	21
 417.0	20
 417.3	20
 417.6	21
 417.9	23
 418.2	24
 418.5	26
 418.8	23
 419.1	21
 419.4	22
 419.7	20
 420.0	19
 420.3	21
 420.6	23
 420.9	23
 421.2	21
 421.5	21
 421.8	21
 422.1	21
 422.4	21
 422.7	21
 423.0	23
 423.3	24
 423.6	21
 423.9	21
 424.2	21
 424.5	21
 424.8	21
 425.1	20
 425.4	20
 425.7	21
 426.0	22
 426.3	22
 426.6	24
 426.9	21
 427.2	19
 427.5	19
 427.8	19
 428.1	19
 428.5	22
 428.8	25
 429.1	23
 429.4	22
 429.7	20
 430.0	19
 430.3	20
 430.6	22
 430.9	22
 431.2	21
 431.5	21
 431.8	22
 432.1	21
 432.4	21
 432.7	20
 433.0	18
 433.3	19
 433.6	22
 433.9	24
 434.2	23
 434.5	22
 434.8	22
 435.1	21
 435.4	21
 435.7	23
 436.0	23
 436.3	21
 436.6	21
 436.9	23
 437.2	21
 437.5	21
 437.8	21
 438.1	20
 438.4	20
 438.7	24
 439.0	27
 439.3	25
 439.6	24
 439.9	23
 440.2	20
 440.5	19
 440.8	19
 441.1	21
 441.4	23
 441.7	23
 442.0	23
 442.3	22
 442.6	22
 442.9	22
 443.2	22
 443.5	22
 443.8	23
 444.1	25
 444.4	24
 444.7	23
 445.0	23
 445.3	22
 445.6	20
 445.9	20
 446.2	22
 446.5	22
 446.8	22
 447.1	24
 447.4	22
 447.7	21
 448.0	21
 448.3	22
 448.6	22
 449.0	22
 449.3	22
 449.6	21
 449.9	24
 450.2	24
 450.5	21
 450.8	19
 451.1	19
 451.4	21
 451.7	23
 452.0	22
 452.3	22
 452.6	21
 452.9	21
 453.2	22
 453.5	20
 453.8	18
 454.1	20
 454.4	21
 454.7	22
 455.0	23
 455.3	24
 455.6	23
 455.9	21
 456.2	21
 456.5	21
 456.8	22
 457.1	22
 457.4	23
 457.7	21
 458.0	20
 458.3	20
 458.6	21
 458.9	21
 459.2	20
 459.5	20
 459.8	22
 460.1	24
 460.4	25
 460.7	23
 461.0	20
 461.3	20
 461.6	21
 461.9	23
 462.2	23
 462.5	21
 462.8	20
 463.1	22
 463.4	24
 463.7	22
 464.0	20
 464.3	22
 464.6	22
 464.9	22
 465.2	24
 465.5	25
 465.8	23
 466.1	22
 466.4	23
 466.7	22
 467.0	21
 467.3	22
 467.6	23
 467.9	22
 468.2	23
 468.5	24
 468.8	24
 469.1	24
 469.5	22
 469.8	20
 470.1	20
 470.4	18
 470.7	19
 471.0	22
 471.3	22
 471.6	23
 471.9	21
 472.2	20
 472.5	21
 472.8	22
 473.1	22
 473.4	22
 473.7	23
 474.0	21
 474.3	20
 474.6	22
 474.9	19
 475.2	19
 475.5	19
 475.8	21
 476.1	23
 476.4	23
 476.7	24
 477.0	22
 477.3	23
 477.6	23
 477.9	22
 478.2	22
 478.5	23
 478.8	23
 479.1	21
 479.4	21
 479.7	22
 480.0	20
 480.3	19
 480.6	19
 480.9	24
 481.2	26
 481.5	24
 481.8	24
 482.1	24
 482.4	23
 482.7	22
 483.0	23
 483.3	23
 483.6	23
 483.9	23
 484.2	23
 484.5	24
 484.8	24
 485.1	22
 485.4	22
 485.7	22
 486.0	24
 486.3	25
 486.6	25
 486.9	27
 487.2	24
 487.5	24
 487.8	24
 488.1	24
 488.4	24
 488.7	24
 489.0	26
 489.3	28
 489.6	28
 489.9	28
 490.3	26
 490.6	26
 490.9	27
 491.2	26
 491.5	27
 491.8	27
 492.1	27
 492.4	27
 492.7	26
 493.0	26
 493.3	26
 493.6	24
 493.9	25
 494.2	24
 494.5	24
 494.8	25
 495.1	24
 495.4	22
 495.7	22
 496.0	21
 496.3	22
 496.6	22
 496.9	23
 497.2	26
 497.5	25
 497.8	24
 498.1	22
 498.4	21
 498.7	21
 499.0	22
 499.3	23
 499.6	23
 499.9	25
 500.2	27
 500.5	27
 500.8	24
 501.1	20
 501.4	22
 501.7	22
 502.0	23
 502.3	27
 502.6	25
 502.9	23
 503.2	23
 503.5	24
 503.8	24
 504.1	23
 504.4	26
 504.7	27
 505.0	25
 505.3	26
 505.6	25
 505.9	23
 506.2	21
 506.5	21
 506.8	21
 507.1	23
 507.4	27
 507.7	27
 508.0	24
 508.3	22
 508.6	23
 508.9	23
 509.2	23
 509.5	23
 509.8	24
 510.1	24
 510.4	24
 510.8	24
 511.1	23
 511.4	21
 511.7	22
 512.0	22
 512.3	24
 512.6	28
 512.9	28
 513.2	26
 513.5	23
 513.8	24
 514.1	24
 514.4	22
 514.7	23
 515.0	23
 515.3	22
 515.6	22
 515.9	22
 516.2	22
 516.5	23
 516.8	25
 517.1	23
 517.4	22
 517.7	24
 518.0	24
 518.3	24
 518.6	23
 518.9	23
 519.2	22
 519.5	22
 519.8	22
 520.1	22
 520.4	22
 520.7	22
 521.0	23
 521.3	23
 521.6	23
 521.9	23
 522.2	21
 522.5	22
 522.8	23
 523.1	24
 523.4	25
 523.7	23
 524.0	24
 524.3	24
 524.6	22
 524.9	24
 525.2	26
 525.5	24
 525.8	24
 526.1	27
 526.4	26
 526.7	25
 527.0	26
 527.3	25
 527.6	27
 527.9	27
 528.2	29
 528.5	34
 528.8	34
 529.1	34
 529.4	34
 529.7	34
 530.0	34
 530.3	34
 530.6	35
 530.9	35
 531.3	35
 531.6	36
 531.9	36
 532.2	37
 532.5	33
 532.8	33
 533.1	38
 533.4	42
 533.7	42
 534.0	42
 534.3	44
 534.6	41
 534.9	41
 535.2	43
 535.5	46
 535.8	47
 536.1	47
 536.4	49
 536.7	49
 537.0	48
 537.3	53
 537.6	53
 537.9	52
 538.2	56
 538.5	60
 538.8	62
 539.1	62
 539.4	62
 539.7	59
 540.0	62
 540.3	68
 540.6	68
 540.9	68
 541.2	71
 541.5	73
 541.8	73
 542.1	74
 542.4	78
 542.7	78
 543.0	82
 543.3	86
 543.6	90
 543.9	96
 544.2	99
 544.5	102
 544.8	104
 545.1	106
 545.4	110
 545.7	114
 546.0	114
 546.3	115
 546.6	119
 546.9	120
 547.2	121
 547.5	127
 547.8	127
 548.1	127
 548.4	129
 548.7	132
 549.0	136
 549.3	137
 549.6	139
 549.9	139
 550.2	139
 550.5	139
 550.8	142
 551.1	143
 551.4	143
 551.8	146
 552.1	149
 552.4	149
 552.7	154
 553.0	156
 553.3	155
 553.6	153
 553.9	156
 554.2	156
 554.5	159
 554.8	164
 555.1	165
 555.4	165
 555.7	162
 556.0	162
 556.3	164
 556.6	166
 556.9	168
 557.2	169
 557.5	169
 557.8	171
 558.1	172
 558.4	172
 558.7	171
 559.0	170
 559.3	171
 559.6	175
 559.9	179
 560.2	176
 560.5	176
 560.8	176
 561.1	173
 561.4	171
 561.7	173
 562.0	174
 562.3	174
 562.6	173
 562.9	171
 563.2	170
 563.5	171
 563.8	171
 564.1	170
 564.4	168
 564.7	171
 565.0	176
 565.3	174
 565.6	173
 565.9	172
 566.2	172
 566.5	170
 566.8	170
 567.1	170
 567.4	170
 567.7	170
 568.0	170
 568.3	168
 568.6	168
 568.9	168
 569.2	165
 569.5	162
 569.8	163
 570.1	162
 570.4	161
 570.7	162
 571.0	162
 571.3	162
 571.6	160
 571.9	159
 572.3	158
 572.6	155
 572.9	156
 573.2	157
 573.5	156
 573.8	156
 574.1	155
 574.4	147
 574.7	147
 575.0	147
 575.3	147
 575.6	151
 575.9	152
 576.2	150
 576.5	147
 576.8	143
 577.1	143
 577.4	144
 577.7	144
 578.0	146
 578.3	139
 578.6	138
 578.9	142
 579.2	141
 579.5	143
 579.8	142
 580.1	138
 580.4	134
 580.7	132
 581.0	132
 581.3	133
 581.6	131
 581.9	133
 582.2	135
 582.5	134
 582.8	134
 583.1	132
 583.4	130
 583.7	130
 584.0	130
 584.3	130
 584.6	132
 584.9	133
 585.2	132
 585.5	129
 585.8	126
 586.1	127
 586.4	123
 586.7	123
 587.0	124
 587.3	122
 587.6	120
 587.9	122
 588.2	122
 588.5	119
 588.8	119
 589.1	119
 589.4	118
 589.7	119
 590.0	119
 590.3	119
 590.6	115
 590.9	113
 591.2	113
 591.5	111
 591.8	112
 592.1	113
 592.4	113
 592.8	114
 593.1	114
 593.4	115
 593.7	111
 594.0	108
 594.3	107
 594.6	107
 594.9	108
 595.2	109
 595.5	110
 595.8	111
 596.1	108
 596.4	106
 596.7	106
 597.0	106
 597.3	105
 597.6	105
 597.9	105
 598.2	101
 598.5	100
 598.8	98
 599.1	97
 599.4	95
 599.7	95
 600.0	95
 600.3	97
 600.6	103
 600.9	103
 601.2	99
 601.5	97
 601.8	95
 602.1	95
 602.4	96
 602.7	95
 603.0	94
 603.3	93
 603.6	94
 603.9	91
 604.2	88
 604.5	87
 604.8	87
 605.1	89
 605.4	93
 605.7	94
 606.0	91
 606.3	89
 606.6	85
 606.9	83
 607.2	83
 607.5	83
 607.8	83
 608.1	82
 608.4	82
 608.7	82
 609.0	81
 609.3	80
 609.6	79
 609.9	79
 610.2	78
 610.5	81
 610.8	81
 611.1	78
 611.4	78
 611.7	78
 612.0	78
 612.3	78
 612.6	78
 612.9	78
 613.2	76
 613.6	75
 613.9	77
 614.2	75
 614.5	71
 614.8	71
 615.1	71
 615.4	72
 615.7	74
 616.0	76
 616.3	74
 616.6	75
 616.9	74
 617.2	70
 617.5	70
 617.8	71
 618.1	70
 618.4	69
 618.7	70
 619.0	71
 619.3	69
 619.6	68
 619.9	69
 620.2	68
 620.5	66
 620.8	67
 621.1	70
 621.4	69
 621.7	69
 622.0	71
 622.3	71
 622.6	68
 622.9	68
 623.2	68
 623.5	69
 623.8	69
 624.1	67
 624.4	65
 624.7	67
 625.0	69
 625.3	66
 625.6	62
 625.9	65
 626.2	68
 626.5	66
 626.8	68
 627.1	70
 627.4	68
 627.7	64
 628.0	66
 628.3	66
 628.6	61
 628.9	61
 629.2	61
 629.5	58
 629.8	58
 630.1	59
 630.4	59
 630.7	57
 631.0	58
 631.3	58
 631.6	61
 631.9	63
 632.2	59
 632.5	59
 632.8	57
 633.1	56
 633.4	57
 633.7	55
 634.1	53
 634.4	55
 634.7	55
 635.0	55
 635.3	55
 635.6	54
 635.9	51
 636.2	52
 636.5	52
 636.8	52
 637.1	53
 637.4	53
 637.7	53
 638.0	50
 638.3	49
 638.6	49
 638.9	49
 639.2	50
 639.5	50
 639.8	49
 640.1	49
 640.4	49
 640.7	49
 641.0	49
 641.3	48
 641.6	46
 641.9	45
 642.2	45
 642.5	45
 642.8	47
 643.1	48
 643.4	47
 643.7	45
 644.0	45
 644.3	45
 644.6	45
 644.9	45
 645.2	45
 645.5	45
 645.8	45
 646.1	45
 646.4	45
 646.7	42
 647.0	40
 647.3	41
 647.6	43
 647.9	45
 648.2	45
 648.5	45
 648.8	45
 649.1	45
 649.4	42
 649.7	41
 650.0	40
 650.3	42
 650.6	43
 650.9	43
 651.2	42
 651.5	40
 651.8	37
 652.1	37
 652.4	39
 652.7	41
 653.0	43
 653.3	43
 653.6	43
 653.9	40
 654.2	38
 654.6	38
 654.9	39
 655.2	39
 655.5	39
 655.8	40
 656.1	41
 656.4	40
 656.7	39
 657.0	38
 657.3	38
 657.6	38
 657.9	43
 658.2	46
 658.5	42
 658.8	42
 659.1	42
 659.4	39
 659.7	38
 660.0	40
 660.3	40
 660.6	40
 660.9	42
 661.2	43
 661.5	41
 661.8	40
 662.1	39
 662.4	38
 662.7	39
 663.0	42
 663.3	44
 663.6	43
 663.9	44
 664.2	44
 664.5	42
 664.8	41
 665.1	42
 665.4	42
 665.7	43
 666.0	43
 666.3	43
 666.6	44
 666.9	44
 667.2	43
 667.5	41
 667.8	40
 668.1	43
 668.4	44
 668.7	47
 669.0	52
 669.3	51
 669.6	51
 669.9	48
 670.2	48
 670.5	51
 670.8	51
 671.1	51
 671.4	52
 671.7	52
 672.0	51
 672.3	51
 672.6	51
 672.9	51
 673.2	54
 673.5	54
 673.8	53
 674.1	54
 674.4	55
 674.7	53
 675.1	50
 675.4	50
 675.7	50
 676.0	50
 676.3	50
 676.6	52
 676.9	52
 677.2	49
 677.5	50
 677.8	51
 678.1	48
 678.4	49
 678.7	49
 679.0	48
 679.3	51
 679.6	51
 679.9	50
 680.2	48
 680.5	47
 680.8	47
 681.1	45
 681.4	45
 681.7	45
 682.0	45
 682.3	45
 682.6	45
 682.9	44
 683.2	41
 683.5	40
 683.8	42
 684.1	43
 684.4	45
 684.7	44
 685.0	41
 685.3	41
 685.6	40
 685.9	38
 686.2	38
 686.5	40
 686.8	43
 687.1	42
 687.4	39
 687.7	39
 688.0	38
 688.3	36
 688.6	37
 688.9	37
 689.2	38
 689.5	42
 689.8	43
 690.1	43
 690.4	41
 690.7	41
 691.0	40
 691.3	40
 691.6	44
 691.9	44
 692.2	42
 692.5	42
 692.8	44
 693.1	44
 693.4	44
 693.7	46
 694.0	46
 694.3	49
 694.6	51
 694.9	55
 695.2	61
 695.6	62
 695.9	62
 696.2	65
 696.5	68
 696.8	72
 697.1	77
 697.4	79
 697.7	81
 698.0	87
 698.3	89
 698.6	90
 698.9	94
 699.2	96
 699.5	99
 699.8	103
 700.1	106
 700.4	108
 700.7	108
 701.0	110
 701.3	110
 701.6	111
 701.9	114
 702.2	116
 702.5	114
 702.8	112
 703.1	112
 703.4	112
 703.7	111
 704.0	112
 704.3	111
 704.6	111
 704.9	111
 705.2	111
 705.5	111
 705.8	111
 706.1	111
 706.4	107
 706.7	105
 707.0	104
 707.3	104
 707.6	102
 707.9	102
 708.2	101
 708.5	97
 708.8	92
 709.1	91
 709.4	90
 709.7	87
 710.0	86
 710.3	88
 710.6	89
 710.9	87
 711.2	84
 711.5	80
 711.8	76
 712.1	75
 712.4	76
 712.7	73
 713.0	70
 713.3	72
 713.6	70
 713.9	68
 714.2	68
 714.5	68
 714.8	66
 715.1	64
 715.4	63
 715.7	65
 716.1	66
 716.4	64
 716.7	60
 717.0	58
 717.3	57
 717.6	57
 717.9	56
 718.2	54
 718.5	55
 718.8	54
 719.1	54
 719.4	54
 719.7	52
 720.0	52
 720.3	53
 720.6	54
 720.9	54
 721.2	58
 721.5	61
 721.8	57
 722.1	57
 722.4	61
 722.7	61
 723.0	60
 723.3	64
 723.6	64
 723.9	62
 724.2	62
 724.5	63
 724.8	65
 725.1	66
 725.4	65
 725.7	68
 726.0	68
 726.3	70
 726.6	75
 726.9	76
 727.2	76
 727.5	74
 727.8	74
 728.1	73
 728.4	73
 728.7	75
 729.0	77
 729.3	80
 729.6	82
 729.9	79
 730.2	77
 730.5	77
 730.8	78
 731.1	78
 731.4	80
 731.7	83
 732.0	85
 732.3	86
 732.6	86
 732.9	87
 733.2	86
 733.5	86
 733.8	86
 734.1	86
 734.4	86
 734.7	89
 735.0	91
 735.3	89
 735.6	87
 735.9	88
 736.2	88
 736.5	89
 736.9	91
 737.2	92
 737.5	91
 737.8	89
 738.1	89
 738.4	87
 738.7	86
 739.0	88
 739.3	88
 739.6	89
 739.9	90
 740.2	89
 740.5	89
 740.8	87
 741.1	87
 741.4	87
 741.7	88
 742.0	92
 742.3	92
 742.6	93
 742.9	92
 743.2	90
 743.5	91
 743.8	91
 744.1	91
 744.4	91
 744.7	91
 745.0	92
 745.3	92
 745.6	91
 745.9	89
 746.2	89
 746.5	88
 746.8	90
 747.1	89
 747.4	90
 747.7	95
 748.0	97
 748.3	97
 748.6	95
 748.9	97
 749.2	97
 749.5	96
 749.8	96
 750.1	97
 750.4	97
 750.7	97
 751.0	99
 751.3	101
 751.6	97
 751.9	97
 752.2	98
 752.5	100
 752.8	102
 753.1	102
 753.4	104
 753.7	102
 754.0	102
 754.3	102
 754.6	100
 754.9	100
 755.2	102
 755.5	102
 755.8	100
 756.1	100
 756.4	99
 756.7	95
 757.0	93
 757.4	94
 757.7	94
 758.0	94
 758.3	94
 758.6	92
 758.9	86
 759.2	83
 759.5	84
 759.8	84
 760.1	81
 760.4	81
 760.7	83
 761.0	80
 761.3	78
 761.6	77
 761.9	72
 762.2	71
 762.5	74
 762.8	76
 763.1	77
 763.4	78
 763.7	79
 764.0	75
 764.3	75
 764.6	79
 764.9	78
 765.2	78
 765.5	82
 765.8	84
 766.1	84
 766.4	84
 766.7	87
 767.0	88
 767.3	89
 767.6	94
 767.9	98
 768.2	100
 768.5	103
 768.8	104
 769.1	105
 769.4	107
 769.7	108
 770.0	108
 770.3	107
 770.6	107
 770.9	108
 771.2	107
 771.5	108
 771.8	109
 772.1	107
 772.4	106
 772.7	106
 773.0	106
 773.3	104
 773.6	104
 773.9	108
 774.2	107
 774.5	110
 774.8	109
 775.1	106
 775.4	108
 775.7	109
 776.0	108
 776.3	107
 776.6	107
 776.9	108
 777.2	107
 777.5	107
 777.9	107
 778.2	107
 778.5	105
 778.8	106
 779.1	108
 779.4	107
 779.7	105
 780.0	105
 780.3	106
 780.6	107
 780.9	108
 781.2	109
 781.5	109
 781.8	107
 782.1	107
 782.4	107
 782.7	107
 783.0	105
 783.3	106
 783.6	107
 783.9	109
 784.2	110
 784.5	107
 784.8	107
 785.1	105
 785.4	105
 785.7	106
 786.0	104
 786.3	104
 786.6	103
 786.9	102
 787.2	104
 787.5	104
 787.8	101
 788.1	101
 788.4	101
 788.7	100
 789.0	100
 789.3	103
 789.6	101
 789.9	100
 790.2	101
 790.5	101
 790.8	105
 791.1	107
 791.4	104
 791.7	102
 792.0	103
 792.3	104
 792.6	102
 792.9	102
 793.2	101
 793.5	100
 793.8	98
 794.1	100
 794.4	101
 794.7	101
 795.0	103
 795.3	103
 795.6	101
 795.9	99
 796.2	99
 796.5	99
 796.8	99
 797.1	98
 797.4	98
 797.7	98
 798.0	99
 798.4	99
 798.7	97
 799.0	96
 799.3	96
 799.6	95
 799.9	97
 800.2	101
 800.5	101
 800.8	101
 801.1	97
 801.4	95
 801.7	98
 802.0	98
 802.3	100
 802.6	103
 802.9	103
 803.2	103
 803.5	102
 803.8	101
 804.1	98
 804.4	97
 804.7	97
 805.0	98
 805.3	100
 805.6	99
 805.9	100
 806.2	98
 806.5	96
 806.8	96
 807.1	95
 807.4	95
 807.7	96
 808.0	96
 808.3	96
 808.6	96
 808.9	96
 809.2	91
 809.5	88
 809.8	91
 810.1	91
 810.4	93
 810.7	96
 811.0	96
 811.3	94
 811.6	94
 811.9	91
 812.2	85
 812.5	87
 812.8	89
 813.1	85
 813.4	84
 813.7	84
 814.0	83
 814.3	79
 814.6	79
 814.9	81
 815.2	79
 815.5	78
 815.8	80
 816.1	81
 816.4	79
 816.7	78
 817.0	78
 817.3	78
 817.6	78
 817.9	77
 818.2	77
 818.5	77
 818.9	77
 819.2	77
 819.5	75
 819.8	75
 820.1	73
 820.4	72
 820.7	72
 821.0	73
 821.3	77
 821.6	76
 821.9	76
 822.2	75
 822.5	71
 822.8	71
 823.1	76
 823.4	75
 823.7	75
 824.0	74
 824.3	76
 824.6	77
 824.9	75
 825.2	72
 825.5	72
 825.8	72
 826.1	72
 826.4	74
 826.7	73
 827.0	72
 827.3	72
 827.6	72
 827.9	72
 828.2	71
 828.5	71
 828.8	71
 829.1	71
 829.4	73
 829.7	69
 830.0	67
 830.3	66
 830.6	66
 830.9	66
 831.2	69
 831.5	73
 831.8	72
 832.1	70
 832.4	68
 832.7	67
 833.0	67
 833.3	68
 833.6	70
 833.9	71
 834.2	70
 834.5	70
 834.8	70
 835.1	70
 835.4	69
 835.7	65
 836.0	66
 836.3	70
 836.6	72
 836.9	72
 837.2	71
 837.5	71
 837.8	70
 838.1	70
 838.4	70
 838.7	70
 839.0	70
 839.4	67
 839.7	67
 840.0	68
 840.3	68
 840.6	67
 840.9	66
 841.2	66
 841.5	67
 841.8	69
 842.1	69
 842.4	69
 842.7	67
 843.0	65
 843.3	65
 843.6	65
 843.9	65
 844.2	65
 844.5	65
 844.8	66
 845.1	64
 845.4	64
 845.7	64
 846.0	65
 846.3	64
 846.6	64
 846.9	66
 847.2	67
 847.5	66
 847.8	63
 848.1	61
 848.4	63
 848.7	65
 849.0	65
 849.3	65
 849.6	65
 849.9	65
 850.2	64
 850.5	64
 850.8	63
 851.1	63
 851.4	63
 851.7	63
 852.0	64
 852.3	63
 852.6	63
 852.9	65
 853.2	65
 853.5	62
 853.8	60
 854.1	60
 854.4	62
 854.7	62
 855.0	62
 855.3	62
 855.6	63
 855.9	61
 856.2	57
 856.5	55
 856.8	59
 857.1	60
 857.4	58
 857.7	60
 858.0	62
 858.3	61
 858.6	56
 858.9	57
 859.2	58
 859.5	56
 859.8	56
 860.2	61
 860.5	61
 860.8	61
 861.1	61
 861.4	61
 861.7	59
 862.0	56
 862.3	56
 862.6	59
 862.9	62
 863.2	60
 863.5	59
 863.8	57
 864.1	56
 864.4	56
 864.7	56
 865.0	56
 865.3	56
 865.6	54
 865.9	54
 866.2	54
 866.5	52
 866.8	53
 867.1	55
 867.4	55
 867.7	54
 868.0	55
 868.3	55
 868.6	54
 868.9	53
 869.2	53
 869.5	53
 869.8	51
 870.1	51
 870.4	51
 870.7	51
 871.0	51
 871.3	51
 871.6	52
 871.9	52
 872.2	52
 872.5	48
 872.8	48
 873.1	46
 873.4	47
 873.7	50
 874.0	50
 874.3	50
 874.6	47
 874.9	45
 875.2	48
 875.5	50
 875.8	50
 876.1	52
 876.4	52
 876.7	52
 877.0	52
 877.3	49
 877.6	43
 877.9	42
 878.2	44
 878.5	48
 878.8	51
 879.1	51
 879.4	53
 879.7	49
 880.0	45
 880.3	45
 880.7	46
 881.0	45
 881.3	43
 881.6	44
 881.9	44
 882.2	43
 882.5	45
 882.8	44
 883.1	42
 883.4	43
 883.7	47
 884.0	48
 884.3	45
 884.6	45
 884.9	44
 885.2	43
 885.5	43
 885.8	44
 886.1	43
 886.4	41
 886.7	42
 887.0	43
 887.3	42
 887.6	43
 887.9	45
 888.2	44
 888.5	41
 888.8	44
 889.1	46
 889.4	45
 889.7	44
 890.0	42
 890.3	41
 890.6	40
 890.9	40
 891.2	40
 891.5	40
 891.8	43
 892.1	43
 892.4	41
 892.7	43
 893.0	43
 893.3	41
 893.6	41
 893.9	42
 894.2	42
 894.5	42
 894.8	42
 895.1	44
 895.4	44
 895.7	39
 896.0	39
 896.3	39
 896.6	39
 896.9	42
 897.2	42
 897.5	42
 897.8	42
 898.1	40
 898.4	40
 898.7	36
 899.0	36
 899.3	38
 899.6	39
 899.9	42
 900.2	42
 900.5	42
 900.8	41
 901.2	41
 901.5	41
 901.8	41
 902.1	41
 902.4	41
 902.7	41
 903.0	41
 903.3	42
 903.6	42
 903.9	37
 904.2	37
 904.5	39
 904.8	39
 905.1	42
 905.4	45
 905.7	45
 906.0	43
 906.3	43
 906.6	43
 906.9	43
 907.2	43
 907.5	43
 907.8	43
 908.1	43
 908.4	43
 908.7	39
 909.0	35
 909.3	37
 909.6	37
 909.9	37
 910.2	41
 910.5	44
 910.8	41
 911.1	36
 911.4	38
 911.7	40
 912.0	34
 912.3	38
 912.6	41
 912.9	36
 913.2	37
 913.5	40
 913.8	37
 914.1	32
 914.4	33
 914.7	33
 915.0	35
 915.3	40
 915.6	42
 915.9	39
 916.2	36
 916.5	36
 916.8	35
 917.1	35
 917.4	36
 917.7	36
 918.0	38
 918.3	38
 918.6	38
 918.9	38
 919.2	34
 919.5	35
 919.8	35
 920.1	37
 920.4	35
 920.7	35
 921.0	39
 921.3	39
 921.7	38
 922.0	34
 922.3	34
 922.6	38
 922.9	40
 923.2	37
 923.5	40
 923.8	40
 924.1	37
 924.4	35
 924.7	35
