-2.0000e-06,-0.000400625
-1.9996e-06,-0.000500938
-1.9992e-06,-0.000660938
-1.9988e-06,-0.000450938
-1.9984e-06,-0.000380313
-1.9980e-06,-0.000580938
-1.9976e-06,-0.000580938
-1.9972e-06,-0.000480938
-1.9968e-06,-0.000410313
-1.9964e-06,-0.000470938
-1.9960e-06,-0.000540625
-1.9956e-06,-0.000610938
-1.9952e-06,-0.000660938
-1.9948e-06,-0.000420938
-1.9944e-06,-0.000530313
-1.9940e-06,-0.000490625
-1.9936e-06,-0.000460625
-1.9932e-06,-0.000480313
-1.9928e-06,-0.000540938
-1.9924e-06,-0.000630625
-1.9920e-06,-0.000450625
-1.9916e-06,-0.000570313
-1.9912e-06,-0.000610625
-1.9908e-06,-0.000430938
-1.9904e-06,-0.000510625
-1.9900e-06,-0.000500312
-1.9896e-06,-0.000520625
-1.9892e-06,-0.000580625
-1.9888e-06,-0.000570938
-1.9884e-06,-0.000570313
-1.9880e-06,-0.000420625
-1.9876e-06,-0.000410938
-1.9872e-06,-0.000350313
-1.9868e-06,-0.000540625
-1.9864e-06,-0.000450938
-1.9860e-06,-0.000440938
-1.9856e-06,-0.000430938
-1.9852e-06,-0.000300938
-1.9848e-06,-0.000340938
-1.9844e-06,-0.000490938
-1.9840e-06,-0.000500938
-1.9836e-06,-0.000410625
-1.9832e-06,-0.000500938
-1.9828e-06,-0.000700938
-1.9824e-06,-0.000410313
-1.9820e-06,-0.000500625
-1.9816e-06,-0.000530313
-1.9812e-06,-0.000460938
-1.9808e-06,-0.000550625
-1.9804e-06,-0.000380313
-1.9800e-06,-0.000450313
-1.9796e-06,-0.000610625
-1.9792e-06,-0.000540625
-1.9788e-06,-0.000570938
-1.9784e-06,-0.000370625
-1.9780e-06,-0.000350938
-1.9776e-06,-0.000460938
-1.9772e-06,-0.000390938
-1.9768e-06,-0.000530313
-1.9764e-06,-0.000360938
-1.9760e-06,-0.000290313
-1.9756e-06,-0.00046125
-1.9752e-06,-0.000360625
-1.9748e-06,-0.000430625
-1.9744e-06,-0.000530938
-1.9740e-06,-0.000510313
-1.9736e-06,-0.000610625
-1.9732e-06,-0.000580313
-1.9728e-06,-0.000420625
-1.9724e-06,-0.000420625
-1.9720e-06,-0.000440313
-1.9716e-06,-0.000400625
-1.9712e-06,-0.000360625
-1.9708e-06,-0.000340625
-1.9704e-06,-0.000460938
-1.9700e-06,-0.000430938
-1.9696e-06,-0.000410625
-1.9692e-06,-0.000670313
-1.9688e-06,-0.000710938
-1.9684e-06,-0.000540312
-1.9680e-06,-0.000330938
-1.9676e-06,-0.000290938
-1.9672e-06,-0.000470313
-1.9668e-06,-0.000400625
-1.9664e-06,-0.000260938
-1.9660e-06,-0.000310625
-1.9656e-06,-0.000520938
-1.9652e-06,-0.000520625
-1.9648e-06,-0.000300625
-1.9644e-06,-0.000430938
-1.9640e-06,-0.000530938
-1.9636e-06,-0.000360313
-1.9632e-06,-0.000320625
-1.9628e-06,-0.000510625
-1.9624e-06,-0.000480938
-1.9620e-06,-0.000410625
-1.9616e-06,-0.000470313
-1.9612e-06,-0.000530938
-1.9608e-06,-0.000340313
-1.9604e-06,-0.000420938
-1.9600e-06,-0.000570625
-1.9596e-06,-0.000650938
-1.9592e-06,-0.000570625
-1.9588e-06,-0.000490938
-1.9584e-06,-0.00051
-1.9580e-06,-0.000360625
-1.9576e-06,-0.000410938
-1.9572e-06,-0.000680625
-1.9568e-06,-0.00051125
-1.9564e-06,-0.000390625
-1.9560e-06,-0.000580938
-1.9556e-06,-0.000500938
-1.9552e-06,-0.000410625
-1.9548e-06,-0.00052125
-1.9544e-06,-0.000570313
-1.9540e-06,-0.000500625
-1.9536e-06,-0.000390625
-1.9532e-06,-0.000380938
